,title,author,publisher,JAN,date,price,image,rank,content,url,keyword,ad
16,インド・シフト 世界のトップ企業はなぜ、「バンガロール」に拠点を置くのか?,武鑓 行雄,PHP研究所,9784569831497,,"￥ 1,944",https://images-fe.ssl-images-amazon.com/images/I/517ZFMwGWPL.jpg,8836,,https://www.amazon.co.jp/%E3%82%A4%E3%83%B3%E3%83%89%E3%83%BB%E3%82%B7%E3%83%95%E3%83%88-%E4%B8%96%E7%95%8C%E3%81%AE%E3%83%88%E3%83%83%E3%83%97%E4%BC%81%E6%A5%AD%E3%81%AF%E3%81%AA%E3%81%9C%E3%80%81%E3%80%8C%E3%83%90%E3%83%B3%E3%82%AC%E3%83%AD%E3%83%BC%E3%83%AB%E3%80%8D%E3%81%AB%E6%8B%A0%E7%82%B9%E3%82%92%E7%BD%AE%E3%81%8F%E3%81%AE%E3%81%8B-%E6%AD%A6%E9%91%93-%E8%A1%8C%E9%9B%84/dp/4569831494?SubscriptionId=AKIAJ645GOWXP5XNXMSA&tag=suiseki-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=4569831494,スタートアップ,<IsAdultProduct>0</IsAdultProduct>
4,ベルリン・都市・未来,武邑 光裕,太田出版,9784778316365,,"￥ 3,240",https://images-fe.ssl-images-amazon.com/images/I/5153Vyj89zL.jpg,8928,,https://www.amazon.co.jp/%E3%83%99%E3%83%AB%E3%83%AA%E3%83%B3%E3%83%BB%E9%83%BD%E5%B8%82%E3%83%BB%E6%9C%AA%E6%9D%A5-%E6%AD%A6%E9%82%91-%E5%85%89%E8%A3%95/dp/4778316363?SubscriptionId=AKIAJ645GOWXP5XNXMSA&tag=suiseki-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=4778316363,スタートアップ,<IsAdultProduct>0</IsAdultProduct>
6,イーロン・マスクの世紀,兼松 雄一郎,日本経済新聞出版社,9784532322113,,"￥ 1,728",https://images-fe.ssl-images-amazon.com/images/I/518QKl1xdIL.jpg,9263,,https://www.amazon.co.jp/%E3%82%A4%E3%83%BC%E3%83%AD%E3%83%B3%E3%83%BB%E3%83%9E%E3%82%B9%E3%82%AF%E3%81%AE%E4%B8%96%E7%B4%80-%E5%85%BC%E6%9D%BE-%E9%9B%84%E4%B8%80%E9%83%8E/dp/4532322111?SubscriptionId=AKIAJ645GOWXP5XNXMSA&tag=suiseki-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=4532322111,スタートアップ,<IsAdultProduct>0</IsAdultProduct>
42,パラノイアだけが生き残る 時代の転換点をきみはどう見極め、乗り切るのか,アンドリュー・S・グローブ,日経BP社,9784822255343,,"￥ 1,944",https://images-fe.ssl-images-amazon.com/images/I/51PFIJL1QXL.jpg,11714,,https://www.amazon.co.jp/%E3%83%91%E3%83%A9%E3%83%8E%E3%82%A4%E3%82%A2%E3%81%A0%E3%81%91%E3%81%8C%E7%94%9F%E3%81%8D%E6%AE%8B%E3%82%8B-%E6%99%82%E4%BB%A3%E3%81%AE%E8%BB%A2%E6%8F%9B%E7%82%B9%E3%82%92%E3%81%8D%E3%81%BF%E3%81%AF%E3%81%A9%E3%81%86%E8%A6%8B%E6%A5%B5%E3%82%81%E3%80%81%E4%B9%97%E3%82%8A%E5%88%87%E3%82%8B%E3%81%AE%E3%81%8B-%E3%82%A2%E3%83%B3%E3%83%89%E3%83%AA%E3%83%A5%E3%83%BC%E3%83%BBS%E3%83%BB%E3%82%B0%E3%83%AD%E3%83%BC%E3%83%96/dp/4822255344?SubscriptionId=AKIAJ645GOWXP5XNXMSA&tag=suiseki-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=4822255344,スタートアップ,<IsAdultProduct>0</IsAdultProduct>
34,機械学習スタートアップシリーズ これならわかる深層学習入門 (KS情報科学専門書),瀧 雅人,講談社,9784061538283,,"￥ 3,240",https://images-fe.ssl-images-amazon.com/images/I/51LiNJaGr6L.jpg,15235,,https://www.amazon.co.jp/%E6%A9%9F%E6%A2%B0%E5%AD%A6%E7%BF%92%E3%82%B9%E3%82%BF%E3%83%BC%E3%83%88%E3%82%A2%E3%83%83%E3%83%97%E3%82%B7%E3%83%AA%E3%83%BC%E3%82%BA-%E3%81%93%E3%82%8C%E3%81%AA%E3%82%89%E3%82%8F%E3%81%8B%E3%82%8B%E6%B7%B1%E5%B1%A4%E5%AD%A6%E7%BF%92%E5%85%A5%E9%96%80-KS%E6%83%85%E5%A0%B1%E7%A7%91%E5%AD%A6%E5%B0%82%E9%96%80%E6%9B%B8-%E7%80%A7-%E9%9B%85%E4%BA%BA/dp/4061538284?SubscriptionId=AKIAJ645GOWXP5XNXMSA&tag=suiseki-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=4061538284,スタートアップ,<IsAdultProduct>0</IsAdultProduct>
25,テクノロジー・スタートアップが未来を創る: テック起業家をめざせ,鎌田 富久,東京大学出版会,9784130430401,,"￥ 1,728",https://images-fe.ssl-images-amazon.com/images/I/51NYCT5qA0L.jpg,16425,,https://www.amazon.co.jp/%E3%83%86%E3%82%AF%E3%83%8E%E3%83%AD%E3%82%B8%E3%83%BC%E3%83%BB%E3%82%B9%E3%82%BF%E3%83%BC%E3%83%88%E3%82%A2%E3%83%83%E3%83%97%E3%81%8C%E6%9C%AA%E6%9D%A5%E3%82%92%E5%89%B5%E3%82%8B-%E3%83%86%E3%83%83%E3%82%AF%E8%B5%B7%E6%A5%AD%E5%AE%B6%E3%82%92%E3%82%81%E3%81%96%E3%81%9B-%E9%8E%8C%E7%94%B0-%E5%AF%8C%E4%B9%85/dp/4130430408?SubscriptionId=AKIAJ645GOWXP5XNXMSA&tag=suiseki-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=4130430408,スタートアップ,<IsAdultProduct>0</IsAdultProduct>
23,UPSTARTS UberとAirbnbはケタ違いの成功をこう手に入れた,ブラッド・ストーン,日経BP社,9784822255596,,"￥ 2,052",https://images-fe.ssl-images-amazon.com/images/I/51xG3xjKeYL.jpg,19907,,https://www.amazon.co.jp/UPSTARTS-Uber%E3%81%A8Airbnb%E3%81%AF%E3%82%B1%E3%82%BF%E9%81%95%E3%81%84%E3%81%AE%E6%88%90%E5%8A%9F%E3%82%92%E3%81%93%E3%81%86%E6%89%8B%E3%81%AB%E5%85%A5%E3%82%8C%E3%81%9F-%E3%83%96%E3%83%A9%E3%83%83%E3%83%89%E3%83%BB%E3%82%B9%E3%83%88%E3%83%BC%E3%83%B3/dp/482225559X?SubscriptionId=AKIAJ645GOWXP5XNXMSA&tag=suiseki-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=482225559X,スタートアップ,<IsAdultProduct>0</IsAdultProduct>
69,逆説のスタートアップ思考 (中公新書ラクレ 578),馬田 隆明,中央公論新社,9784121505781,,￥ 886,https://images-fe.ssl-images-amazon.com/images/I/41f6SJzdJgL.jpg,21081,,https://www.amazon.co.jp/%E9%80%86%E8%AA%AC%E3%81%AE%E3%82%B9%E3%82%BF%E3%83%BC%E3%83%88%E3%82%A2%E3%83%83%E3%83%97%E6%80%9D%E8%80%83-%E4%B8%AD%E5%85%AC%E6%96%B0%E6%9B%B8%E3%83%A9%E3%82%AF%E3%83%AC-578-%E9%A6%AC%E7%94%B0-%E9%9A%86%E6%98%8E/dp/4121505786?SubscriptionId=AKIAJ645GOWXP5XNXMSA&tag=suiseki-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=4121505786,スタートアップ,<IsAdultProduct>0</IsAdultProduct>
1,Ubuntuスタートアップバイブル,小林 準,マイナビ出版,9784839964863,2018-07-30,"￥ 3,920",https://images-fe.ssl-images-amazon.com/images/I/51Q-E3pNpLL.jpg,21653,,https://www.amazon.co.jp/Ubuntu%E3%82%B9%E3%82%BF%E3%83%BC%E3%83%88%E3%82%A2%E3%83%83%E3%83%97%E3%83%90%E3%82%A4%E3%83%96%E3%83%AB-%E5%B0%8F%E6%9E%97-%E6%BA%96/dp/4839964866?SubscriptionId=AKIAJ645GOWXP5XNXMSA&tag=suiseki-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=4839964866,スタートアップ,<IsAdultProduct>0</IsAdultProduct>
57,世界の地方創生: 辺境のスタートアップたち,松永 安光,学芸出版社,9784761526450,,"￥ 2,160",https://images-fe.ssl-images-amazon.com/images/I/51j4inzQO3L.jpg,22443,,https://www.amazon.co.jp/%E4%B8%96%E7%95%8C%E3%81%AE%E5%9C%B0%E6%96%B9%E5%89%B5%E7%94%9F-%E8%BE%BA%E5%A2%83%E3%81%AE%E3%82%B9%E3%82%BF%E3%83%BC%E3%83%88%E3%82%A2%E3%83%83%E3%83%97%E3%81%9F%E3%81%A1-%E6%9D%BE%E6%B0%B8-%E5%AE%89%E5%85%89/dp/4761526459?SubscriptionId=AKIAJ645GOWXP5XNXMSA&tag=suiseki-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=4761526459,スタートアップ,<IsAdultProduct>0</IsAdultProduct>
45,STARTUP(スタートアップ):アイデアから利益を生みだす組織マネジメント,ダイアナ・キャンダー,新潮社,9784105070410,,"￥ 1,836",https://images-fe.ssl-images-amazon.com/images/I/41B4Qu9BLBL.jpg,29346,,https://www.amazon.co.jp/STARTUP-%E3%82%B9%E3%82%BF%E3%83%BC%E3%83%88%E3%82%A2%E3%83%83%E3%83%97-%E3%82%A2%E3%82%A4%E3%83%87%E3%82%A2%E3%81%8B%E3%82%89%E5%88%A9%E7%9B%8A%E3%82%92%E7%94%9F%E3%81%BF%E3%81%A0%E3%81%99%E7%B5%84%E7%B9%94%E3%83%9E%E3%83%8D%E3%82%B8%E3%83%A1%E3%83%B3%E3%83%88-%E3%83%80%E3%82%A4%E3%82%A2%E3%83%8A%E3%83%BB%E3%82%AD%E3%83%A3%E3%83%B3%E3%83%80%E3%83%BC/dp/410507041X?SubscriptionId=AKIAJ645GOWXP5XNXMSA&tag=suiseki-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=410507041X,スタートアップ,<IsAdultProduct>0</IsAdultProduct>
18,評価の経済学,デビッド・ウォーラー,日経BP社,9784822255619,,"￥ 2,160",https://images-fe.ssl-images-amazon.com/images/I/519ScTdpljL.jpg,32985,,https://www.amazon.co.jp/%E8%A9%95%E4%BE%A1%E3%81%AE%E7%B5%8C%E6%B8%88%E5%AD%A6-%E3%83%87%E3%83%93%E3%83%83%E3%83%89%E3%83%BB%E3%82%A6%E3%82%A9%E3%83%BC%E3%83%A9%E3%83%BC/dp/4822255611?SubscriptionId=AKIAJ645GOWXP5XNXMSA&tag=suiseki-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=4822255611,スタートアップ,<IsAdultProduct>0</IsAdultProduct>
61,ポートランド・メイカーズ クリエイティブコミュニティのつくり方,山崎 満広,学芸出版社,9784761526429,,"￥ 1,830",https://images-fe.ssl-images-amazon.com/images/I/51mvETaJnzL.jpg,33809,,https://www.amazon.co.jp/%E3%83%9D%E3%83%BC%E3%83%88%E3%83%A9%E3%83%B3%E3%83%89%E3%83%BB%E3%83%A1%E3%82%A4%E3%82%AB%E3%83%BC%E3%82%BA-%E3%82%AF%E3%83%AA%E3%82%A8%E3%82%A4%E3%83%86%E3%82%A3%E3%83%96%E3%82%B3%E3%83%9F%E3%83%A5%E3%83%8B%E3%83%86%E3%82%A3%E3%81%AE%E3%81%A4%E3%81%8F%E3%82%8A%E6%96%B9-%E5%B1%B1%E5%B4%8E-%E6%BA%80%E5%BA%83/dp/4761526424?SubscriptionId=AKIAJ645GOWXP5XNXMSA&tag=suiseki-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=4761526424,スタートアップ,<IsAdultProduct>0</IsAdultProduct>
14,未来をつくる起業家 vol.2,ケイシー ウォール(Casey Wahl),クロスメディア・パブリッシング(インプレス),9784295401643,2018-03-02,"￥ 1,814",https://images-fe.ssl-images-amazon.com/images/I/51mAro2a8yL.jpg,38903,,https://www.amazon.co.jp/%E6%9C%AA%E6%9D%A5%E3%82%92%E3%81%A4%E3%81%8F%E3%82%8B%E8%B5%B7%E6%A5%AD%E5%AE%B6-vol-2-%E3%82%B1%E3%82%A4%E3%82%B7%E3%83%BC-%E3%82%A6%E3%82%A9%E3%83%BC%E3%83%AB-Casey/dp/4295401641?SubscriptionId=AKIAJ645GOWXP5XNXMSA&tag=suiseki-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=4295401641,スタートアップ,<IsAdultProduct>0</IsAdultProduct>
35,機械学習スタートアップシリーズ ベイズ推論による機械学習入門 (KS情報科学専門書),須山 敦志,講談社,9784061538320,,"￥ 3,024",https://images-fe.ssl-images-amazon.com/images/I/5101MP2WobL.jpg,43730,,https://www.amazon.co.jp/%E6%A9%9F%E6%A2%B0%E5%AD%A6%E7%BF%92%E3%82%B9%E3%82%BF%E3%83%BC%E3%83%88%E3%82%A2%E3%83%83%E3%83%97%E3%82%B7%E3%83%AA%E3%83%BC%E3%82%BA-%E3%83%99%E3%82%A4%E3%82%BA%E6%8E%A8%E8%AB%96%E3%81%AB%E3%82%88%E3%82%8B%E6%A9%9F%E6%A2%B0%E5%AD%A6%E7%BF%92%E5%85%A5%E9%96%80-KS%E6%83%85%E5%A0%B1%E7%A7%91%E5%AD%A6%E5%B0%82%E9%96%80%E6%9B%B8-%E9%A0%88%E5%B1%B1-%E6%95%A6%E5%BF%97/dp/4061538322?SubscriptionId=AKIAJ645GOWXP5XNXMSA&tag=suiseki-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=4061538322,スタートアップ,<IsAdultProduct>0</IsAdultProduct>
30,「ハードウェアのシリコンバレー深セン」に学ぶ−これからの製造のトレンドとエコシステム (NextPublishing),藤岡 淳一,インプレスR&D,9784844398035,2017-11-24,"￥ 1,728",https://images-fe.ssl-images-amazon.com/images/I/51Hif9qPz0L.jpg,46793,,https://www.amazon.co.jp/%E3%80%8C%E3%83%8F%E3%83%BC%E3%83%89%E3%82%A6%E3%82%A7%E3%82%A2%E3%81%AE%E3%82%B7%E3%83%AA%E3%82%B3%E3%83%B3%E3%83%90%E3%83%AC%E3%83%BC%E6%B7%B1%E3%82%BB%E3%83%B3%E3%80%8D%E3%81%AB%E5%AD%A6%E3%81%B6%E2%88%92%E3%81%93%E3%82%8C%E3%81%8B%E3%82%89%E3%81%AE%E8%A3%BD%E9%80%A0%E3%81%AE%E3%83%88%E3%83%AC%E3%83%B3%E3%83%89%E3%81%A8%E3%82%A8%E3%82%B3%E3%82%B7%E3%82%B9%E3%83%86%E3%83%A0-NextPublishing-%E8%97%A4%E5%B2%A1-%E6%B7%B3%E4%B8%80/dp/4844398032?SubscriptionId=AKIAJ645GOWXP5XNXMSA&tag=suiseki-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=4844398032,スタートアップ,<IsAdultProduct>0</IsAdultProduct>
7,スタートアップ・ウェイ 予測不可能な世界で成長し続けるマネジメント,エリック・リース,日経BP社,9784822255695,,"￥ 2,160",https://images-fe.ssl-images-amazon.com/images/I/51soTImffZL.jpg,47483,,https://www.amazon.co.jp/%E3%82%B9%E3%82%BF%E3%83%BC%E3%83%88%E3%82%A2%E3%83%83%E3%83%97%E3%83%BB%E3%82%A6%E3%82%A7%E3%82%A4-%E4%BA%88%E6%B8%AC%E4%B8%8D%E5%8F%AF%E8%83%BD%E3%81%AA%E4%B8%96%E7%95%8C%E3%81%A7%E6%88%90%E9%95%B7%E3%81%97%E7%B6%9A%E3%81%91%E3%82%8B%E3%83%9E%E3%83%8D%E3%82%B8%E3%83%A1%E3%83%B3%E3%83%88-%E3%82%A8%E3%83%AA%E3%83%83%E3%82%AF%E3%83%BB%E3%83%AA%E3%83%BC%E3%82%B9/dp/4822255697?SubscriptionId=AKIAJ645GOWXP5XNXMSA&tag=suiseki-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=4822255697,スタートアップ,<IsAdultProduct>0</IsAdultProduct>
49,Lean UX 第2版 ―アジャイルなチームによるプロダクト開発 (THE LEAN SERIES),ジェフ・ゴーセルフ,オライリージャパン,9784873118055,,"￥ 2,700",https://images-fe.ssl-images-amazon.com/images/I/41XLSZGw1tL.jpg,52960,,https://www.amazon.co.jp/Lean-UX-%E7%AC%AC2%E7%89%88-%E2%80%95%E3%82%A2%E3%82%B8%E3%83%A3%E3%82%A4%E3%83%AB%E3%81%AA%E3%83%81%E3%83%BC%E3%83%A0%E3%81%AB%E3%82%88%E3%82%8B%E3%83%97%E3%83%AD%E3%83%80%E3%82%AF%E3%83%88%E9%96%8B%E7%99%BA-LEAN/dp/4873118050?SubscriptionId=AKIAJ645GOWXP5XNXMSA&tag=suiseki-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=4873118050,スタートアップ,<IsAdultProduct>0</IsAdultProduct>
13,嘱託産業医スタートアップマニュアル【ゼロから始める産業医】,勝木 美佐子,日本医事新報社,9784784947553,,"￥ 4,104",https://images-fe.ssl-images-amazon.com/images/I/516GnhQukUL.jpg,53194,,https://www.amazon.co.jp/%E5%98%B1%E8%A8%97%E7%94%A3%E6%A5%AD%E5%8C%BB%E3%82%B9%E3%82%BF%E3%83%BC%E3%83%88%E3%82%A2%E3%83%83%E3%83%97%E3%83%9E%E3%83%8B%E3%83%A5%E3%82%A2%E3%83%AB%E3%80%90%E3%82%BC%E3%83%AD%E3%81%8B%E3%82%89%E5%A7%8B%E3%82%81%E3%82%8B%E7%94%A3%E6%A5%AD%E5%8C%BB%E3%80%91-%E5%8B%9D%E6%9C%A8-%E7%BE%8E%E4%BD%90%E5%AD%90/dp/4784947558?SubscriptionId=AKIAJ645GOWXP5XNXMSA&tag=suiseki-22&linkCode=xm2&camp=2025&creative=165953&creativeASIN=4784947558,スタートアップ,<IsAdultProduct>0</IsAdultProduct>
